Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,exposure,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,LINE,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study
SRR16502571,RNA-Seq,125,2182298500,PRJNA773066,SAMN22427135,1056204188,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705419,10% EtOH in growth media,GSM5641345,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,505,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641345,male,Whole fly,SRP342318
SRR16502572,RNA-Seq,125,2249594250,PRJNA773066,SAMN22427136,1042554852,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705420,10% EtOH in growth media,GSM5641346,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,505,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641346,male,Whole fly,SRP342318
SRR16502573,RNA-Seq,125,1466078500,PRJNA773066,SAMN22427137,659562209,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705421,10% EtOH in growth media,GSM5641347,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,513,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641347,female,Whole fly,SRP342318
SRR16502574,RNA-Seq,125,2191332625,PRJNA773066,SAMN22427138,1052251953,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705422,10% EtOH in growth media,GSM5641348,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,513,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641348,female,Whole fly,SRP342318
SRR16502575,RNA-Seq,125,2170776750,PRJNA773066,SAMN22427139,1042022103,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705423,10% EtOH in growth media,GSM5641349,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,513,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641349,male,Whole fly,SRP342318
SRR16502576,RNA-Seq,125,2072121375,PRJNA773066,SAMN22427140,956483756,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705424,10% EtOH in growth media,GSM5641350,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,513,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641350,male,Whole fly,SRP342318
SRR16502577,RNA-Seq,125,1181790000,PRJNA773066,SAMN22427141,528739984,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705425,10% EtOH in growth media,GSM5641351,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,517,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641351,female,Whole fly,SRP342318
SRR16502578,RNA-Seq,125,2376233125,PRJNA773066,SAMN22427142,1135637952,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705426,10% EtOH in growth media,GSM5641352,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,517,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641352,female,Whole fly,SRP342318
SRR16502579,RNA-Seq,125,2120351875,PRJNA773066,SAMN22427102,1012296025,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705427,10% EtOH in growth media,GSM5641353,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,517,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641353,male,Whole fly,SRP342318
SRR16502580,RNA-Seq,125,2001420500,PRJNA773066,SAMN22427103,924942275,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705428,10% EtOH in growth media,GSM5641354,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,517,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641354,male,Whole fly,SRP342318
SRR16502581,RNA-Seq,125,1334755875,PRJNA773066,SAMN22427104,599963427,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705429,10% EtOH in growth media,GSM5641355,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,530,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641355,female,Whole fly,SRP342318
SRR16502582,RNA-Seq,125,2256138625,PRJNA773066,SAMN22427109,1066825064,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705430,10% EtOH in growth media,GSM5641356,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,530,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641356,female,Whole fly,SRP342318
SRR16502583,RNA-Seq,125,2147889000,PRJNA773066,SAMN22427110,1018723339,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705431,10% EtOH in growth media,GSM5641357,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,530,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641357,male,Whole fly,SRP342318
SRR16502584,RNA-Seq,125,1947103625,PRJNA773066,SAMN22427111,909024340,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705432,10% EtOH in growth media,GSM5641358,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,530,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641358,male,Whole fly,SRP342318
SRR16502585,RNA-Seq,125,1420426250,PRJNA773066,SAMN22427112,646997006,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705433,10% EtOH in growth media,GSM5641359,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,555,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641359,female,Whole fly,SRP342318
SRR16502586,RNA-Seq,125,2229011625,PRJNA773066,SAMN22427113,1068870148,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705434,10% EtOH in growth media,GSM5641360,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,555,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641360,female,Whole fly,SRP342318
SRR16502587,RNA-Seq,125,2190229375,PRJNA773066,SAMN22427114,1048657788,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705435,10% EtOH in growth media,GSM5641361,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,555,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641361,male,Whole fly,SRP342318
SRR16502588,RNA-Seq,125,2076563500,PRJNA773066,SAMN22427106,958348904,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705436,10% EtOH in growth media,GSM5641362,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,555,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641362,male,Whole fly,SRP342318
SRR16502589,RNA-Seq,125,2062095625,PRJNA773066,SAMN22427107,944962654,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705437,10% EtOH in growth media,GSM5641363,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,57,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641363,female,Whole fly,SRP342318
SRR16502590,RNA-Seq,125,2059684250,PRJNA773066,SAMN22427108,959624965,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705438,10% EtOH in growth media,GSM5641364,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,57,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641364,female,Whole fly,SRP342318
SRR16502591,RNA-Seq,125,2015937500,PRJNA773066,SAMN22427115,946608668,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705439,10% EtOH in growth media,GSM5641365,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,57,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641365,male,Whole fly,SRP342318
SRR16502592,RNA-Seq,125,1768331500,PRJNA773066,SAMN22427116,851152407,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705440,10% EtOH in growth media,GSM5641366,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,57,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641366,male,Whole fly,SRP342318
SRR16502593,RNA-Seq,125,2570645500,PRJNA773066,SAMN22427117,1235755612,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705441,10% EtOH in growth media,GSM5641367,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,589,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641367,female,Whole fly,SRP342318
SRR16502594,RNA-Seq,125,1829231000,PRJNA773066,SAMN22427118,866758963,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705442,10% EtOH in growth media,GSM5641368,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,589,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641368,female,Whole fly,SRP342318
SRR16502595,RNA-Seq,125,2164112250,PRJNA773066,SAMN22427119,1029076665,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705443,10% EtOH in growth media,GSM5641369,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,589,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641369,male,Whole fly,SRP342318
SRR16502596,RNA-Seq,125,2168433375,PRJNA773066,SAMN22427120,992620884,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705444,10% EtOH in growth media,GSM5641370,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,589,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641370,male,Whole fly,SRP342318
SRR16502597,RNA-Seq,125,2619024750,PRJNA773066,SAMN22427121,1256880563,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705445,10% EtOH in growth media,GSM5641371,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,596,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641371,female,Whole fly,SRP342318
SRR16502598,RNA-Seq,125,2207174625,PRJNA773066,SAMN22427122,1060796167,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705446,10% EtOH in growth media,GSM5641372,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,596,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641372,female,Whole fly,SRP342318
SRR16502599,RNA-Seq,125,2159149375,PRJNA773066,SAMN22427123,1010156391,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705447,10% EtOH in growth media,GSM5641373,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,596,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641373,male,Whole fly,SRP342318
SRR16502600,RNA-Seq,125,2163648500,PRJNA773066,SAMN22427124,992274684,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705448,10% EtOH in growth media,GSM5641374,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,596,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641374,male,Whole fly,SRP342318
SRR16502601,RNA-Seq,125,2401947375,PRJNA773066,SAMN22427125,1099914258,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705449,10% EtOH in growth media,GSM5641375,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,59,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641375,female,Whole fly,SRP342318
SRR16502602,RNA-Seq,125,2170812375,PRJNA773066,SAMN22427126,1006889674,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705450,10% EtOH in growth media,GSM5641376,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,59,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641376,female,Whole fly,SRP342318
SRR16502603,RNA-Seq,125,2016719250,PRJNA773066,SAMN22427127,942420468,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705451,10% EtOH in growth media,GSM5641377,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,59,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641377,male,Whole fly,SRP342318
SRR16502604,RNA-Seq,125,1800855625,PRJNA773066,SAMN22427128,865991811,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705452,10% EtOH in growth media,GSM5641378,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,59,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641378,male,Whole fly,SRP342318
SRR16502605,RNA-Seq,125,2565699500,PRJNA773066,SAMN22427129,1126266233,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705453,10% EtOH in growth media,GSM5641379,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,703,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641379,female,Whole fly,SRP342318
SRR16502606,RNA-Seq,125,2394832125,PRJNA773066,SAMN22427130,1158060015,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705454,10% EtOH in growth media,GSM5641380,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,703,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641380,female,Whole fly,SRP342318
SRR16502607,RNA-Seq,125,2195160000,PRJNA773066,SAMN22427131,1022836111,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705455,10% EtOH in growth media,GSM5641381,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,703,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641381,male,Whole fly,SRP342318
SRR16502608,RNA-Seq,125,2055423875,PRJNA773066,SAMN22427132,941656961,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705456,10% EtOH in growth media,GSM5641382,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,703,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641382,male,Whole fly,SRP342318
SRR16502609,RNA-Seq,125,1176580750,PRJNA773066,SAMN22427056,537839127,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705457,10% EtOH in growth media,GSM5641383,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,705,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641383,female,Whole fly,SRP342318
SRR16502610,RNA-Seq,125,1790819000,PRJNA773066,SAMN22427057,801671237,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705458,10% EtOH in growth media,GSM5641384,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,705,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641384,female,Whole fly,SRP342318
SRR16502611,RNA-Seq,125,2061107750,PRJNA773066,SAMN22427058,959714100,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705459,10% EtOH in growth media,GSM5641385,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,705,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641385,male,Whole fly,SRP342318
SRR16502612,RNA-Seq,125,1779232250,PRJNA773066,SAMN22427059,817917781,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705460,10% EtOH in growth media,GSM5641386,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,705,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641386,male,Whole fly,SRP342318
SRR16502613,RNA-Seq,125,2434838250,PRJNA773066,SAMN22427060,1069692262,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705461,10% EtOH in growth media,GSM5641387,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,707,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641387,female,Whole fly,SRP342318
SRR16502614,RNA-Seq,125,2299193000,PRJNA773066,SAMN22427061,1091328246,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705462,10% EtOH in growth media,GSM5641388,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,707,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641388,female,Whole fly,SRP342318
SRR16502615,RNA-Seq,125,2132174500,PRJNA773066,SAMN22427062,991366074,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705463,10% EtOH in growth media,GSM5641389,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,707,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641389,male,Whole fly,SRP342318
SRR16502616,RNA-Seq,125,1925761375,PRJNA773066,SAMN22427064,884546262,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705464,10% EtOH in growth media,GSM5641390,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,707,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641390,male,Whole fly,SRP342318
SRR16502617,RNA-Seq,125,2674156875,PRJNA773066,SAMN22427067,1183008808,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705465,10% EtOH in growth media,GSM5641391,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,712,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641391,female,Whole fly,SRP342318
SRR16502618,RNA-Seq,125,1779365875,PRJNA773066,SAMN22427069,794376317,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705466,10% EtOH in growth media,GSM5641392,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,712,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641392,female,Whole fly,SRP342318
SRR16502619,RNA-Seq,125,2096940125,PRJNA773066,SAMN22427070,982169929,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705467,10% EtOH in growth media,GSM5641393,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,712,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641393,male,Whole fly,SRP342318
SRR16502620,RNA-Seq,125,2150433625,PRJNA773066,SAMN22427072,993747120,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705468,10% EtOH in growth media,GSM5641394,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,712,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641394,male,Whole fly,SRP342318
SRR16502621,RNA-Seq,125,2574984625,PRJNA773066,SAMN22427073,1125052255,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705469,10% EtOH in growth media,GSM5641395,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,716,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641395,female,Whole fly,SRP342318
SRR16502622,RNA-Seq,125,1888773250,PRJNA773066,SAMN22427075,845999811,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705470,10% EtOH in growth media,GSM5641396,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,716,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641396,female,Whole fly,SRP342318
SRR16502623,RNA-Seq,125,2071006500,PRJNA773066,SAMN22427077,961044177,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705471,10% EtOH in growth media,GSM5641397,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,716,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641397,male,Whole fly,SRP342318
SRR16502624,RNA-Seq,125,1895303250,PRJNA773066,SAMN22427078,867422756,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705472,10% EtOH in growth media,GSM5641398,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,716,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641398,male,Whole fly,SRP342318
SRR16502625,RNA-Seq,125,2571064500,PRJNA773066,SAMN22427080,1128464442,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705473,10% EtOH in growth media,GSM5641399,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,721,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641399,female,Whole fly,SRP342318
SRR16502626,RNA-Seq,125,2019659875,PRJNA773066,SAMN22427081,959003403,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705474,10% EtOH in growth media,GSM5641400,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,721,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641400,female,Whole fly,SRP342318
SRR16502627,RNA-Seq,125,2148425625,PRJNA773066,SAMN22427083,1002224805,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705475,10% EtOH in growth media,GSM5641401,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,721,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641401,male,Whole fly,SRP342318
SRR16502628,RNA-Seq,125,2080930125,PRJNA773066,SAMN22427084,959595712,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705476,10% EtOH in growth media,GSM5641402,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,721,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641402,male,Whole fly,SRP342318
SRR16502629,RNA-Seq,125,1452060875,PRJNA773066,SAMN22427087,647555797,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705477,10% EtOH in growth media,GSM5641403,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,727,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641403,female,Whole fly,SRP342318
SRR16502630,RNA-Seq,125,1989929250,PRJNA773066,SAMN22427088,947552831,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705478,10% EtOH in growth media,GSM5641404,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,727,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641404,female,Whole fly,SRP342318
SRR16502631,RNA-Seq,125,2277683750,PRJNA773066,SAMN22427089,1055437002,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705479,10% EtOH in growth media,GSM5641405,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,727,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641405,male,Whole fly,SRP342318
SRR16502632,RNA-Seq,125,2248515250,PRJNA773066,SAMN22427091,1032342442,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705480,10% EtOH in growth media,GSM5641406,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,727,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641406,male,Whole fly,SRP342318
SRR16502633,RNA-Seq,125,1742989625,PRJNA773066,SAMN22427093,778510866,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705481,10% EtOH in growth media,GSM5641407,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,730,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641407,female,Whole fly,SRP342318
SRR16502634,RNA-Seq,125,2006354375,PRJNA773066,SAMN22427095,966276516,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705482,10% EtOH in growth media,GSM5641408,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,730,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641408,female,Whole fly,SRP342318
SRR16502635,RNA-Seq,125,2010713875,PRJNA773066,SAMN22427096,947269505,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705483,10% EtOH in growth media,GSM5641409,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,730,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641409,male,Whole fly,SRP342318
SRR16502636,RNA-Seq,125,2037645875,PRJNA773066,SAMN22427098,939710320,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705484,10% EtOH in growth media,GSM5641410,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,730,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641410,male,Whole fly,SRP342318
SRR16502637,RNA-Seq,125,2082194125,PRJNA773066,SAMN22427099,953152818,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705485,10% EtOH in growth media,GSM5641411,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,73,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641411,female,Whole fly,SRP342318
SRR16502638,RNA-Seq,125,2035636750,PRJNA773066,SAMN22427100,944381530,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705486,10% EtOH in growth media,GSM5641412,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,73,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641412,female,Whole fly,SRP342318
SRR16502639,RNA-Seq,125,2153978625,PRJNA773066,SAMN22427149,1020010434,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705487,10% EtOH in growth media,GSM5641413,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,73,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641413,male,Whole fly,SRP342318
SRR16502640,RNA-Seq,125,1958116875,PRJNA773066,SAMN22427150,938356138,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705488,10% EtOH in growth media,GSM5641414,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,73,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641414,male,Whole fly,SRP342318
